 5318830 72 112  .8323    11884243  1  2     21       2    1432462243246212232211      1     22    11 212        51 1           1 53  5125554 3254
 5318630 13 112  .7873    21664353  5  2     31       3    2322352132235312232211      2     22    13 231        42 2           1 32  4125441 3036
 5317730 99 112  .4633    23883132  2  2     32       5    4432462243246123322121      3     22    21 212        51 1           1 53  5125553 3269
 5317330 13 112  .7023    2 773332  5  2     31       2    2332452133245323322121      1     22    21 211        41 1           1 32  4125441 3036
 5316230 72 112  .8723    21882142  1  2     21       5    2432462243246123432221      3     22    21 211        91 1           1 53  5125554 3254
 5308130110 112  .6323    11663231  2  2     21       4    1322352132235223322122      3     22    13 231        42 2           1 32  4125442 3281
 5290830 52 112  .6163    11553342  2  2     32       1    3322342132234323332221      1     22    23 229        52 1           1 32  4123342 3051
 5283430 75 112  .8763    11883334  2  2     21       4    1432462243246323322111      3     22    11 211        51 1           1 21  2123112 3064
 5282530 43 112  .8123    11334344  2  2     21       3    1221231122123312232211      2     22    23 221        52 1           1 32  2123341 3049
 5272830 69 112  .7153    21443322  5  2     32       3    4221241122124323311121      2     12    23 221        32 1           1 32  4123332 3055
 5270430 58 112  .7593    115532 3  2  2     32       3    33223421322342233   11      2     22    13 221        52 1           1 21  2122112 3104
 5553030 22 312 1.2494    11443121  3  1     31       3    1221241122124123311122      2     11    21 232        51 2           1 32  4123332 3038
 5552930 22 312  .6724    1222 324  3  2     31       9    11111211111123   11111      9     22    91 212        91 1           1 32  4123332 3038
 5548630 75 312  .9304    21443342  3  2     21       3    2221241122124323332221      2     22    11 211        91 1           1 21  2123112 3064
 5547930 40 312  .9254    11663331  9  2     21       3    1322352132235323322122      2     22    23 231        52 2           1 32  1123241 3842
 5546930 53 312 1.2874    11222212  3  1     12       2    3111121111112223411121      1     11    13 212        42 1           1 32  4123431 3053
 5545530 69 312  .6824    11224312  3  2     22       2    3111121111112312211121      1     12    13 212        52 1           1 32  4123332 3055
 5543030 75 312  .9184    21774343  3  2     21       3    2332452133245312232211      2     22    11 212        51 1           1 21  2123112 3064
 5541130 53 312 1.3104    1166 243  5  2     31       3    13223521322352   32211      2     22    13 221        62 1           1 32  4123431 3053
 5540630 84 312  .7594    21114312  5  1     31       3    2111111111111312211121      2     11    13 211        12 1           1 32  1123332 3857
 5536630 48 312  .3374    13115242  3  1     32       3    3111111111111211132221      2     22    13 222        52 1           1 32  4123332 3848
 5532530 68 312 1.6524    11554232  5  2     32       3    3322342132234212222121      2     22    13 221        92 1           1 32  2123431 3054
 5528730 46 312 1.0804    21113312  3  1     12       3    4111111111111323311121      2     11    23 212        52 1           1 32  4123342 3051
